ID,CSE1,CSE2,CSE3,CSE4,SECTION
15672,cxscc66dsfy,**$@%76adsfy,bffdd30$*%^&,edf46adsfy,B
15673,sada77xdff,#%%$56adsfy,H%d%46vgfs,edf55adsfy,B
15674,ddsfs25xdff,**$@%34xfsadf,#%%$79asdgfw,ddsfs44asdgfw,D
15675,H%d%32$*%^&,**$@%42xfsadf,sada78dsfy,H%d%77asdgfw,C
15676,ddsfs88**^&$,dsfe88vgfs,bffdd30xdff,bffdd28**&%&,C
15677,bffdd41xfsadf,sada80**^&$,dsfe92xfsadf,sada45asdgfw,A
15678,ddfs58dsfy,bffdd46asdgfw,**$@%68vgfs,**$@%69adsfy,A
15679,sada40asdgfw,cxscc47asdgfw,edf73$*%^&,sada85vgfs,D
15680,dsfe86**&%&,cxscc62dsffw,edf82asdgfw,#%%$76xfsadf,C
15681,bffdd91**&%&,**$@%54$*%^&,sada89dsfy,sada69vgfs,D
15682,**$@%58asdgfw,sada28dsfy,dsfe94**&%&,dsfe51dsffw,D
15683,bffdd26**&%&,ddfs85**^&$,**$@%80asdgfw,sada43dsfy,A
15684,#%%$44dsffw,#%%$42dsfy,dsfe57dsffw,sada67**&%&,D
15685,sada78**&%&,bffdd60**^&$,ddfs30xfsadf,sada91**^&$,B
15686,ddfs80xfsadf,H%d%69$*%^&,ddsfs75xdff,H%d%60$*%^&,B
15687,ddsfs25**^&$,ddsfs44dsfy,edf94$*%^&,bffdd76xfsadf,D
15688,#%%$29**&%&,**$@%41vgfs,dsfe28**&%&,H%d%66**&%&,A
15689,sada28**&%&,cxscc53$*%^&,edf80xdff,bffdd34**&%&,C
15690,H%d%66vgfs,dsfe79xdff,bffdd34**&%&,H%d%31dsffw,D
15691,ddfs73$*%^&,bffdd66**^&$,H%d%47dsfy,cxscc35$*%^&,C
15692,bffdd88dsfy,**$@%35xdff,ddsfs78**^&$,#%%$74$*%^&,B
15693,ddsfs72vgfs,ddsfs50**&%&,ddsfs88$*%^&,**$@%74**^&$,D
15694,#%%$28dsfy,ddfs40$*%^&,**$@%67$*%^&,**$@%34xdff,D
15695,cxscc92xdff,ddfs93adsfy,**$@%75adsfy,sada28asdgfw,B
15696,dsfe45$*%^&,dsfe81xdff,ddfs82xdff,**$@%37dsffw,B
15697,bffdd67$*%^&,ddfs93**^&$,bffdd29asdgfw,sada64adsfy,C
15698,dsfe56dsfy,sada92adsfy,ddfs48vgfs,sada93**^&$,D
15699,ddfs78asdgfw,ddfs40vgfs,edf90xdff,ddfs31**&%&,C
15700,**$@%25dsfy,cxscc82**&%&,#%%$78dsfy,#%%$61**^&$,C
15701,sada93vgfs,sada84vgfs,ddsfs91$*%^&,ddsfs69**^&$,C
15702,**$@%82**^&$,dsfe84vgfs,ddfs71**&%&,#%%$27asdgfw,A
15703,ddfs34$*%^&,bffdd92xfsadf,edf25xfsadf,#%%$85$*%^&,D
15704,ddsfs64**&%&,cxscc66asdgfw,H%d%61**^&$,cxscc93asdgfw,D
15705,sada93$*%^&,bffdd80adsfy,#%%$29**&%&,bffdd59**^&$,C
15706,H%d%27xdff,ddfs42asdgfw,cxscc55asdgfw,bffdd64dsffw,D
15707,cxscc86**^&$,cxscc55vgfs,bffdd81vgfs,ddsfs45dsfy,C
15708,#%%$81dsfy,edf36vgfs,#%%$55xfsadf,dsfe31**^&$,A
15709,sada64xfsadf,bffdd86xfsadf,ddfs93**&%&,**$@%89xfsadf,C
15710,edf92adsfy,**$@%48adsfy,sada89asdgfw,**$@%75dsffw,B
15711,#%%$48dsffw,ddsfs91asdgfw,edf83**&%&,edf82asdgfw,B
15712,cxscc70asdgfw,edf69xdff,cxscc84adsfy,ddfs84dsfy,A
15713,cxscc40vgfs,**$@%46**&%&,H%d%77**^&$,ddfs91$*%^&,B
15714,**$@%50adsfy,bffdd55xfsadf,ddsfs70xfsadf,**$@%65asdgfw,A
15715,dsfe85adsfy,sada71adsfy,ddsfs66xfsadf,dsfe39$*%^&,A
15716,cxscc85dsffw,#%%$56$*%^&,**$@%73adsfy,**$@%53xdff,C
15717,ddfs27dsfy,H%d%87xdff,bffdd42asdgfw,**$@%44xfsadf,D
15718,H%d%84$*%^&,sada51dsffw,sada57xfsadf,ddsfs77**^&$,C
15719,bffdd76dsffw,bffdd87xfsadf,dsfe48xfsadf,dsfe87xfsadf,B
15720,#%%$84adsfy,sada87adsfy,**$@%29$*%^&,sada49dsffw,D
15721,sada41xfsadf,cxscc68$*%^&,edf59**&%&,dsfe88asdgfw,A
15722,**$@%35asdgfw,dsfe28dsffw,H%d%40asdgfw,edf36xdff,D
15723,**$@%60xfsadf,ddfs90dsfy,#%%$30asdgfw,dsfe82dsfy,A
15724,sada35dsffw,ddfs38asdgfw,dsfe37dsfy,dsfe72$*%^&,A
15725,H%d%77dsffw,ddfs59dsfy,H%d%88dsfy,cxscc78dsfy,C
15726,**$@%74dsffw,H%d%43**^&$,**$@%67$*%^&,ddsfs76asdgfw,B
15727,#%%$82$*%^&,cxscc87adsfy,ddfs94**^&$,edf41xdff,C
15728,edf85xdff,bffdd26**&%&,sada77vgfs,ddfs49xfsadf,C
15729,ddfs92$*%^&,cxscc48vgfs,ddfs79dsfy,edf59asdgfw,B
15730,ddfs49**&%&,ddsfs29$*%^&,#%%$57adsfy,ddsfs31**^&$,A
15731,#%%$42dsffw,**$@%60xfsadf,H%d%81**&%&,H%d%94**^&$,A
15732,H%d%56vgfs,**$@%85xdff,bffdd42**^&$,dsfe37adsfy,B
15733,**$@%66xfsadf,sada75**&%&,bffdd69$*%^&,sada58$*%^&,C
15734,dsfe75dsfy,ddsfs63xdff,#%%$43**&%&,ddfs87**&%&,B
15735,sada49dsfy,cxscc87$*%^&,#%%$76xfsadf,**$@%76dsffw,B
15736,ddsfs35$*%^&,ddfs70adsfy,sada43$*%^&,ddsfs77adsfy,B
15737,H%d%71**&%&,cxscc84vgfs,#%%$34dsfy,cxscc87xfsadf,D
15738,sada82asdgfw,bffdd44adsfy,ddfs93adsfy,dsfe26$*%^&,B
15739,bffdd70$*%^&,sada30xdff,sada88$*%^&,H%d%91asdgfw,D
15740,bffdd73adsfy,sada57**^&$,#%%$93**^&$,H%d%75adsfy,D
15741,**$@%44**&%&,dsfe26**&%&,cxscc69**&%&,edf86dsffw,D
15742,H%d%69adsfy,ddfs64xdff,cxscc93adsfy,ddfs88**^&$,D
15743,#%%$68dsffw,#%%$56dsfy,edf54**&%&,edf34dsffw,A
15744,edf49adsfy,cxscc71xfsadf,sada79adsfy,#%%$26dsfy,B
15745,#%%$70$*%^&,ddsfs77$*%^&,cxscc28**^&$,H%d%31dsffw,C
15746,sada32asdgfw,bffdd82**^&$,**$@%27xfsadf,cxscc39**&%&,B
15747,#%%$42vgfs,edf81dsffw,edf85xfsadf,bffdd83dsffw,D
15748,dsfe55dsfy,sada31xfsadf,edf29vgfs,#%%$25xdff,D
15749,H%d%39vgfs,ddsfs94asdgfw,edf79xdff,ddfs64asdgfw,B
15750,bffdd41**&%&,edf88dsffw,#%%$80xdff,dsfe74dsfy,C
15751,**$@%35$*%^&,H%d%91dsffw,ddsfs38xfsadf,#%%$39$*%^&,C
15752,cxscc81dsffw,H%d%31xdff,cxscc88$*%^&,H%d%75**^&$,B
15753,sada86dsfy,ddfs46$*%^&,**$@%42adsfy,H%d%88dsffw,D
15754,sada25**&%&,edf39xfsadf,ddsfs25adsfy,#%%$49adsfy,B
15755,dsfe81dsfy,#%%$51**^&$,bffdd90adsfy,#%%$66asdgfw,D
15756,sada84**&%&,cxscc50dsffw,cxscc91xfsadf,#%%$76dsffw,C
15757,cxscc48asdgfw,edf94dsffw,dsfe66adsfy,cxscc66dsffw,C
15758,#%%$34xfsadf,**$@%92dsfy,bffdd86xfsadf,dsfe34$*%^&,D
15759,#%%$57vgfs,#%%$92adsfy,cxscc59xdff,sada49$*%^&,D
15760,#%%$43**&%&,dsfe80adsfy,#%%$36vgfs,edf29$*%^&,C
15761,dsfe76vgfs,H%d%66dsfy,sada29**^&$,#%%$83adsfy,D
15762,#%%$45dsffw,#%%$33dsffw,ddfs82**^&$,bffdd78**&%&,D
15763,dsfe60$*%^&,H%d%69asdgfw,ddsfs40dsffw,**$@%93dsfy,C
15764,H%d%29dsfy,dsfe31xdff,H%d%27**&%&,ddsfs64dsffw,A
15765,ddsfs30asdgfw,edf42dsffw,#%%$67xdff,edf73adsfy,C
15766,cxscc74xfsadf,edf25vgfs,dsfe89$*%^&,H%d%27dsfy,D
15767,bffdd53**&%&,sada29**^&$,ddsfs50vgfs,cxscc85vgfs,C
15768,ddfs80xfsadf,sada81$*%^&,bffdd54xdff,#%%$56adsfy,D
15769,edf53xfsadf,ddsfs81$*%^&,dsfe27asdgfw,cxscc45adsfy,D
15770,sada37dsffw,ddfs82vgfs,sada37adsfy,sada33dsffw,C
15771,H%d%73dsffw,H%d%71$*%^&,H%d%58$*%^&,cxscc52adsfy,D
15772,bffdd38xfsadf,edf51**^&$,cxscc26vgfs,edf29**&%&,C
15773,sada28$*%^&,**$@%62xdff,sada47**^&$,cxscc30**^&$,B
15774,cxscc86adsfy,cxscc83adsfy,**$@%39dsffw,H%d%56asdgfw,C
15775,bffdd85asdgfw,ddfs33xfsadf,H%d%51asdgfw,edf72**&%&,C
15776,H%d%51**^&$,H%d%46$*%^&,sada28asdgfw,cxscc44vgfs,D
15777,cxscc45vgfs,**$@%89dsffw,ddfs62dsffw,ddsfs52xfsadf,B
15778,**$@%27$*%^&,**$@%71dsffw,dsfe79xdff,cxscc79adsfy,C
15779,ddsfs34xdff,ddsfs75dsffw,ddfs52adsfy,H%d%66dsffw,B
15780,ddfs90adsfy,**$@%47dsfy,#%%$34$*%^&,edf61xfsadf,B
15781,bffdd62asdgfw,dsfe82adsfy,edf59adsfy,sada94xfsadf,B
15782,cxscc53$*%^&,sada78dsfy,bffdd84vgfs,edf42xdff,C
15783,H%d%73asdgfw,ddsfs51xfsadf,#%%$63**^&$,#%%$87xdff,A
15784,edf62vgfs,#%%$79**^&$,#%%$32dsffw,sada60$*%^&,A
15785,H%d%94asdgfw,H%d%51**^&$,sada68dsffw,**$@%66vgfs,B
15786,**$@%79dsfy,dsfe86**&%&,**$@%78vgfs,edf69**&%&,D
15787,H%d%42xdff,H%d%63$*%^&,bffdd64dsffw,**$@%35vgfs,C
15788,bffdd59**^&$,sada70dsfy,cxscc85xfsadf,sada36vgfs,C
15789,edf31**&%&,edf61dsffw,ddsfs81xfsadf,**$@%66$*%^&,B
15790,bffdd70**&%&,sada26xdff,bffdd78**&%&,#%%$74dsffw,D
15791,dsfe65dsffw,ddsfs32asdgfw,ddsfs76$*%^&,cxscc85adsfy,B
15792,sada43xfsadf,ddsfs27xdff,dsfe55adsfy,bffdd90adsfy,A
15793,dsfe57xdff,cxscc49dsffw,dsfe37vgfs,edf88vgfs,C
15794,edf38$*%^&,**$@%46vgfs,#%%$48vgfs,bffdd60adsfy,C
15795,ddsfs87xfsadf,ddfs52asdgfw,edf44**&%&,sada76**^&$,B
15796,H%d%27asdgfw,bffdd26asdgfw,bffdd94**&%&,ddsfs82xfsadf,B
15797,edf45adsfy,bffdd26vgfs,cxscc63vgfs,ddfs45adsfy,D
15798,ddfs77$*%^&,dsfe39xdff,dsfe34$*%^&,ddfs44dsffw,B
15799,edf73adsfy,#%%$74adsfy,H%d%83asdgfw,#%%$83vgfs,C
15800,**$@%53xdff,H%d%77$*%^&,cxscc59xdff,H%d%35**^&$,A
15801,ddfs58**&%&,ddsfs90dsffw,bffdd74xfsadf,**$@%54asdgfw,B
15802,cxscc38dsffw,cxscc40xdff,ddsfs34xdff,ddsfs39**&%&,C
15803,sada55xfsadf,bffdd36$*%^&,H%d%86dsffw,#%%$60**^&$,A
15804,#%%$50dsfy,ddfs58$*%^&,**$@%68xdff,edf43vgfs,B
15805,H%d%75**&%&,ddfs55xfsadf,ddsfs58adsfy,edf90**&%&,A
15806,ddfs62xfsadf,#%%$72**^&$,ddfs57$*%^&,**$@%89dsfy,C
15807,cxscc52$*%^&,dsfe37dsfy,ddfs64xdff,bffdd93xdff,D
15808,ddfs33adsfy,#%%$85**&%&,sada78asdgfw,dsfe57**^&$,D
15809,**$@%83xfsadf,ddfs35**^&$,sada71$*%^&,dsfe83dsffw,D
15810,edf38adsfy,bffdd53dsfy,sada41xfsadf,H%d%47dsfy,A
15811,cxscc48xfsadf,**$@%58adsfy,#%%$90xfsadf,**$@%51$*%^&,D
15812,ddsfs38vgfs,H%d%43adsfy,edf78asdgfw,**$@%62adsfy,D
15813,ddsfs87dsfy,dsfe29xfsadf,#%%$36dsffw,H%d%49$*%^&,C
15814,cxscc33vgfs,bffdd39dsffw,H%d%41vgfs,H%d%75$*%^&,D
15815,#%%$75**^&$,#%%$72$*%^&,bffdd54$*%^&,H%d%49vgfs,B
15816,H%d%41adsfy,sada63xfsadf,edf41dsffw,edf82$*%^&,B
15817,cxscc38**^&$,H%d%33$*%^&,dsfe82dsfy,sada79xfsadf,B
15818,dsfe92$*%^&,**$@%84xfsadf,cxscc91adsfy,bffdd93**^&$,A
15819,ddfs51adsfy,#%%$83xdff,ddfs79vgfs,dsfe84xdff,B
15820,sada34adsfy,H%d%34vgfs,sada40xfsadf,edf81xdff,C
15821,cxscc60xdff,cxscc84dsffw,H%d%85dsffw,H%d%79$*%^&,A
15822,dsfe84dsffw,dsfe45asdgfw,cxscc88$*%^&,ddsfs74$*%^&,B
15823,ddsfs70**&%&,dsfe61**&%&,ddfs92xfsadf,edf69asdgfw,A
15824,**$@%64asdgfw,cxscc44asdgfw,edf26xfsadf,H%d%42**^&$,B
15825,ddsfs57asdgfw,sada45xfsadf,edf42**^&$,cxscc85**&%&,D
15826,dsfe45adsfy,sada48xdff,dsfe68adsfy,**$@%84vgfs,D
15827,edf34**&%&,ddsfs47**^&$,#%%$73xdff,ddfs42**&%&,A
15828,#%%$56xfsadf,bffdd52**^&$,H%d%38xdff,H%d%90xdff,D
15829,H%d%87vgfs,dsfe82xfsadf,ddfs40xfsadf,H%d%58dsffw,B
15830,#%%$73**&%&,bffdd71dsfy,ddfs88$*%^&,bffdd52dsffw,C
15831,bffdd39dsfy,edf32adsfy,ddfs60**&%&,dsfe26vgfs,B
15832,H%d%66dsffw,**$@%94adsfy,edf49adsfy,edf51dsffw,D
15833,bffdd73dsfy,edf53**^&$,dsfe77**&%&,#%%$59vgfs,A
15834,ddfs62vgfs,dsfe93xfsadf,ddfs57**&%&,ddsfs64**&%&,A
15835,ddsfs70vgfs,cxscc69xdff,sada82dsfy,ddsfs82vgfs,D
15836,ddsfs72**&%&,cxscc32**^&$,sada69asdgfw,H%d%32vgfs,D
15837,dsfe62xdff,#%%$71dsffw,edf60dsffw,**$@%41dsffw,D
15838,**$@%39**&%&,ddsfs86dsffw,**$@%73adsfy,edf36vgfs,A
15839,ddfs79vgfs,H%d%87**^&$,bffdd70xdff,dsfe28**&%&,D
15840,**$@%91dsfy,edf25dsfy,edf59**&%&,cxscc63xdff,B
15841,bffdd55vgfs,edf33**&%&,edf83**&%&,ddsfs65asdgfw,B
15842,cxscc55asdgfw,ddfs75dsfy,#%%$59asdgfw,cxscc31**^&$,A
15843,sada43xdff,edf86dsfy,**$@%55vgfs,cxscc45adsfy,A
15844,H%d%83asdgfw,cxscc49**&%&,ddfs28**&%&,ddsfs66dsffw,B
15845,edf42adsfy,#%%$77adsfy,edf62xfsadf,**$@%49**&%&,C
15846,ddsfs44adsfy,ddsfs88vgfs,**$@%35adsfy,dsfe71vgfs,A
15847,ddfs54**^&$,H%d%52$*%^&,H%d%78$*%^&,H%d%61adsfy,B
15848,cxscc29asdgfw,sada32dsffw,#%%$56dsffw,dsfe91xfsadf,A
15849,H%d%43dsfy,sada86asdgfw,H%d%77dsfy,edf58vgfs,B
15850,cxscc93**&%&,**$@%52vgfs,bffdd83adsfy,bffdd54vgfs,C
15851,cxscc86**^&$,ddsfs68dsfy,dsfe37dsffw,**$@%61xfsadf,D
15852,edf53**^&$,**$@%55xfsadf,**$@%72**&%&,bffdd84adsfy,C
15853,dsfe35$*%^&,ddsfs58dsfy,dsfe29xdff,H%d%32adsfy,D
15854,**$@%28asdgfw,edf68xfsadf,bffdd52xdff,bffdd29dsfy,B
15855,sada39asdgfw,ddsfs61adsfy,**$@%27dsfy,sada49asdgfw,C
15856,#%%$91adsfy,cxscc85$*%^&,#%%$93adsfy,#%%$37xdff,B
15857,ddsfs64**^&$,ddsfs94**^&$,ddfs38vgfs,bffdd27xfsadf,D
15858,edf92xfsadf,edf81xdff,cxscc74adsfy,cxscc52dsffw,D
15859,#%%$82adsfy,**$@%76**&%&,H%d%57dsfy,H%d%59$*%^&,B
15860,#%%$34$*%^&,**$@%73adsfy,dsfe34vgfs,dsfe35xfsadf,C
15861,#%%$78xdff,dsfe69xdff,dsfe27asdgfw,H%d%88**&%&,B
15862,edf70**^&$,ddfs39dsffw,ddfs73xfsadf,edf37asdgfw,C
15863,dsfe79dsfy,ddfs66adsfy,sada57$*%^&,sada56asdgfw,D
15864,dsfe90$*%^&,ddfs53**&%&,ddfs87dsffw,#%%$39**^&$,A
15865,edf50**&%&,ddsfs71adsfy,bffdd42**^&$,cxscc49dsffw,D
15866,cxscc83asdgfw,dsfe39**&%&,#%%$29xdff,dsfe54**^&$,B
15867,sada76**^&$,#%%$25$*%^&,ddsfs69dsfy,cxscc42$*%^&,A
15868,H%d%66$*%^&,ddfs47vgfs,edf51xfsadf,#%%$51adsfy,A
15869,ddsfs36vgfs,#%%$44asdgfw,edf92$*%^&,dsfe35xdff,B
15870,ddfs88adsfy,edf71$*%^&,ddfs66dsfy,ddsfs54xdff,B
15871,edf58**&%&,#%%$44vgfs,ddfs83**^&$,H%d%71vgfs,B
15872,**$@%46**&%&,ddfs61dsffw,H%d%92dsfy,edf74dsfy,B
15873,cxscc43xfsadf,#%%$34dsfy,bffdd54xfsadf,bffdd54adsfy,C
15874,ddsfs72adsfy,#%%$85**&%&,bffdd62xfsadf,sada36xdff,C
15875,edf51xdff,edf82asdgfw,cxscc44dsfy,bffdd47$*%^&,D
15876,H%d%88$*%^&,H%d%94vgfs,#%%$34xdff,#%%$37asdgfw,B
15877,H%d%80dsfy,ddfs61asdgfw,#%%$25xfsadf,sada68vgfs,B
15878,H%d%34vgfs,sada90vgfs,**$@%92**&%&,**$@%37xfsadf,B
15879,bffdd26vgfs,#%%$83xfsadf,edf86adsfy,ddsfs67vgfs,B
15880,H%d%54**&%&,edf76$*%^&,sada80dsffw,edf42xdff,A
15881,ddfs53dsfy,bffdd42$*%^&,ddfs42vgfs,ddfs36xfsadf,C
15882,ddsfs59asdgfw,ddsfs38asdgfw,sada82adsfy,ddfs48**^&$,A
15883,**$@%68dsffw,#%%$84xfsadf,ddfs39$*%^&,sada49vgfs,C
15884,edf75dsffw,dsfe73dsffw,#%%$34xdff,edf61xdff,D
15885,sada93**^&$,H%d%58**^&$,dsfe65dsffw,#%%$32adsfy,B
15886,#%%$58asdgfw,sada73**&%&,ddsfs85xdff,dsfe40xfsadf,D
15887,dsfe39**&%&,#%%$31xdff,dsfe51vgfs,ddfs79dsffw,A
15888,H%d%93vgfs,ddfs35adsfy,**$@%41dsfy,sada55xdff,C
15889,bffdd35$*%^&,edf59asdgfw,**$@%49xdff,H%d%79xfsadf,A
15890,ddfs52$*%^&,bffdd30adsfy,**$@%33dsffw,bffdd48dsfy,A
15891,H%d%27vgfs,bffdd34**&%&,ddsfs33xfsadf,ddsfs53asdgfw,B
15892,H%d%94xdff,ddfs51**&%&,cxscc81**^&$,dsfe75**^&$,C
15893,bffdd91xfsadf,#%%$61**^&$,sada80dsfy,cxscc67xfsadf,D
15894,ddfs30vgfs,ddfs36dsffw,dsfe25asdgfw,sada82**^&$,C
15895,sada84dsfy,bffdd38**&%&,**$@%34vgfs,dsfe71adsfy,B
15896,edf67xdff,**$@%41$*%^&,ddfs80adsfy,ddfs29dsfy,C
15897,sada66dsffw,sada45asdgfw,#%%$93$*%^&,cxscc62$*%^&,A
15898,bffdd93dsfy,H%d%54vgfs,cxscc29xfsadf,sada84xfsadf,B
15899,ddsfs42dsffw,cxscc74$*%^&,sada43adsfy,dsfe85**^&$,D
15900,bffdd64dsffw,ddfs35xfsadf,ddfs72adsfy,**$@%90xfsadf,B
15901,ddfs26**&%&,H%d%88dsffw,#%%$79asdgfw,#%%$53asdgfw,C
15902,bffdd88**^&$,sada94**^&$,edf75dsffw,sada46$*%^&,A
15903,edf75xdff,ddsfs26dsfy,ddsfs87adsfy,**$@%88**&%&,B
15904,H%d%50xdff,ddfs61$*%^&,cxscc73vgfs,H%d%32dsfy,D
15905,sada58asdgfw,**$@%83xdff,edf31**&%&,sada31**&%&,B
15906,cxscc74xfsadf,bffdd53vgfs,dsfe51**^&$,sada46asdgfw,C
15907,**$@%44vgfs,dsfe53**^&$,cxscc80xdff,sada46$*%^&,B
15908,H%d%41vgfs,**$@%47xdff,sada52xdff,edf54xdff,D
15909,cxscc69dsfy,edf38adsfy,bffdd47adsfy,ddfs66vgfs,C
15910,**$@%54dsffw,edf47xfsadf,bffdd25vgfs,cxscc75**^&$,D
15911,#%%$40dsfy,edf30dsffw,#%%$74xfsadf,edf36xfsadf,A
15912,**$@%44**^&$,dsfe39dsffw,#%%$80xdff,cxscc80xfsadf,A
15913,cxscc69dsfy,ddfs83**^&$,cxscc67vgfs,edf71adsfy,C
15914,sada69dsfy,bffdd49**&%&,**$@%49$*%^&,ddfs93xfsadf,C
15915,sada54xfsadf,sada85xfsadf,#%%$51adsfy,cxscc76asdgfw,D
15916,bffdd74vgfs,cxscc94dsfy,edf72**&%&,edf51adsfy,A
15917,H%d%91xfsadf,**$@%68xdff,bffdd37dsfy,bffdd85dsffw,C
15918,sada45**&%&,**$@%39**^&$,H%d%47asdgfw,edf58**^&$,C
15919,ddfs52**^&$,ddsfs89vgfs,#%%$30**&%&,bffdd69$*%^&,C
15920,sada35**^&$,**$@%40vgfs,dsfe60$*%^&,bffdd89**^&$,B
15921,sada86$*%^&,ddsfs47xdff,dsfe87adsfy,dsfe66$*%^&,B
15922,ddsfs91vgfs,edf49xfsadf,ddfs81$*%^&,cxscc40asdgfw,B
15923,bffdd25xfsadf,edf69dsfy,cxscc77asdgfw,#%%$35adsfy,B
15924,cxscc48**&%&,bffdd48adsfy,H%d%33adsfy,H%d%30asdgfw,D
15925,**$@%81xfsadf,sada53dsffw,ddfs58dsfy,cxscc34adsfy,A
15926,ddfs69xdff,sada55xdff,cxscc57asdgfw,H%d%26vgfs,A
15927,ddsfs50dsffw,ddsfs61**^&$,dsfe76**^&$,**$@%76xfsadf,A
15928,dsfe47**&%&,edf68xfsadf,sada63vgfs,**$@%57adsfy,C
15929,edf42$*%^&,cxscc46$*%^&,edf91vgfs,ddsfs60xdff,C
15930,sada56asdgfw,cxscc61**^&$,cxscc42dsfy,ddfs25vgfs,A
15931,sada59$*%^&,sada53vgfs,ddsfs29$*%^&,cxscc41dsffw,C
15932,dsfe78vgfs,edf41vgfs,**$@%48adsfy,sada90dsfy,C
15933,dsfe74asdgfw,ddsfs52dsfy,H%d%90**^&$,bffdd58adsfy,A
15934,bffdd72asdgfw,**$@%42**&%&,ddsfs38vgfs,#%%$54xdff,D
15935,sada85asdgfw,H%d%46$*%^&,**$@%61**^&$,edf43vgfs,A
15936,dsfe58**&%&,cxscc81**^&$,bffdd65dsffw,sada65dsffw,D
15937,**$@%37vgfs,**$@%85**&%&,sada94xfsadf,bffdd93dsfy,D
15938,ddfs50$*%^&,cxscc37asdgfw,**$@%68xdff,#%%$33$*%^&,C
15939,edf25asdgfw,dsfe37$*%^&,bffdd70asdgfw,bffdd35$*%^&,C
15940,#%%$42**^&$,sada92vgfs,ddsfs27xfsadf,**$@%45**^&$,A
15941,dsfe33xfsadf,dsfe28**&%&,dsfe30asdgfw,H%d%25asdgfw,D
15942,**$@%70**&%&,ddsfs88vgfs,ddsfs41xdff,**$@%36xdff,C
15943,sada31vgfs,bffdd92$*%^&,dsfe48xfsadf,sada84$*%^&,D
15944,sada57vgfs,edf32xdff,dsfe66xfsadf,sada50$*%^&,A
15945,cxscc26vgfs,#%%$46**&%&,dsfe73xfsadf,dsfe50**&%&,A
15946,H%d%55**&%&,edf47xdff,ddsfs73asdgfw,dsfe90dsffw,D
15947,dsfe47xfsadf,sada91$*%^&,**$@%91dsfy,ddsfs25dsfy,D
15948,ddsfs38**&%&,#%%$32adsfy,ddsfs88asdgfw,bffdd83adsfy,D
15949,sada29asdgfw,H%d%90**&%&,dsfe76xdff,bffdd33**^&$,B
15950,#%%$76**&%&,H%d%80$*%^&,cxscc41**^&$,#%%$83xdff,B
15951,**$@%44**^&$,cxscc89dsffw,dsfe72$*%^&,#%%$32dsfy,A
15952,sada68asdgfw,ddsfs65**^&$,H%d%65vgfs,#%%$58**^&$,D
15953,edf83$*%^&,ddfs41adsfy,bffdd26dsfy,ddfs62adsfy,D
15954,cxscc53adsfy,#%%$55**^&$,bffdd51vgfs,dsfe74asdgfw,D
15955,H%d%78vgfs,H%d%45asdgfw,#%%$49dsfy,H%d%29**^&$,D
15956,cxscc79xfsadf,cxscc93dsfy,ddsfs50dsfy,H%d%55asdgfw,C
15957,dsfe81adsfy,H%d%34dsffw,bffdd46adsfy,H%d%72vgfs,D
15958,H%d%92**^&$,sada89xfsadf,bffdd53vgfs,dsfe40**^&$,A
15959,**$@%44adsfy,dsfe33asdgfw,**$@%83xdff,ddsfs52dsfy,B
15960,bffdd48**&%&,**$@%54vgfs,#%%$29adsfy,dsfe60dsfy,A
15961,sada89xfsadf,ddsfs34adsfy,ddfs61dsfy,sada59**&%&,B
15962,ddsfs82vgfs,H%d%82xfsadf,cxscc80xfsadf,H%d%80xfsadf,B
15963,cxscc55vgfs,sada91xfsadf,sada83$*%^&,cxscc45xdff,D
15964,#%%$74$*%^&,ddsfs68adsfy,ddfs92dsfy,**$@%87xdff,D
15965,ddsfs66$*%^&,bffdd51$*%^&,bffdd85dsffw,edf29xfsadf,A
15966,edf42adsfy,#%%$30dsfy,edf93vgfs,bffdd92**&%&,C
15967,sada56xdff,**$@%41vgfs,cxscc64asdgfw,edf67**^&$,C
15968,**$@%46$*%^&,bffdd60xdff,H%d%36$*%^&,dsfe93adsfy,A
15969,bffdd88xfsadf,H%d%60xdff,#%%$89**&%&,dsfe79asdgfw,D
15970,bffdd52xdff,**$@%90xdff,edf61dsfy,bffdd67xfsadf,D
15971,cxscc29asdgfw,cxscc93**&%&,ddfs90asdgfw,H%d%85dsffw,C
15972,H%d%36**&%&,#%%$88**^&$,ddsfs59xfsadf,sada41dsffw,A
15973,#%%$93**&%&,H%d%62xfsadf,dsfe75**^&$,sada49dsffw,B
15974,sada30**&%&,bffdd93vgfs,dsfe39xfsadf,#%%$67vgfs,C
15975,H%d%32adsfy,ddsfs65asdgfw,ddsfs55**&%&,edf66xdff,B
15976,ddfs90$*%^&,edf59$*%^&,edf33dsffw,dsfe55adsfy,A
15977,H%d%78xdff,edf46dsffw,**$@%30**^&$,ddsfs54**&%&,A
15978,H%d%43**^&$,edf35xfsadf,ddfs75vgfs,cxscc72xdff,C
15979,H%d%41xdff,cxscc38xdff,ddsfs65adsfy,ddfs75**^&$,B
15980,**$@%79asdgfw,ddfs79dsfy,dsfe90$*%^&,**$@%52xdff,B
15981,ddsfs42vgfs,bffdd65$*%^&,dsfe93dsfy,**$@%52vgfs,C
15982,ddfs74xfsadf,H%d%58xfsadf,dsfe44xfsadf,ddfs71dsffw,C
15983,H%d%86adsfy,bffdd37$*%^&,ddsfs73**^&$,dsfe80asdgfw,C
15984,H%d%33vgfs,#%%$59$*%^&,bffdd43adsfy,sada33**&%&,B
